date,tournamenttitle,players,playercategory,country,rank,archetype,color,top1,top2,top4,top8,top16,top32
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,,emerald/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,,undefined/undefined,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Bounce,amber/amethyst,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,,undefined/undefined,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,,ruby/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Cogsworth & Friends,sapphire/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,,undefined/undefined,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Bounce,amethyst/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Bounce,amethyst/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,,amethyst/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Brooms,amethyst/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Pawpsicles,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,,undefined/undefined,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Bounce,amethyst/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Cogsworth & Friends,sapphire/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,,amber/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,,undefined/undefined,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,,amethyst/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Bounce,amethyst/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Bounce,amethyst/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Shift & Damage,emerald/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Cogsworth & Friends,sapphire/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Brooms,amethyst/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Sing Together,amber/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Discard,emerald/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Bounce,amethyst/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Pawpsicles,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,,amethyst/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,,undefined/undefined,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Bounce,amber/amethyst,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Classic Bounce,amethyst/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,,undefined/undefined,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top512,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,Classic Bounce,amethyst/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,Pawpsicles,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,,ruby/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,Cogsworth & Friends,sapphire/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,Aggro,amethyst/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,Pawpsicles,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,,undefined/undefined,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,,emerald/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,,ruby/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,Mufasa,amber/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,,emerald/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,,amber/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,,amethyst/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,Cogsworth & Friends,sapphire/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,,undefined/undefined,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,Ramp Draw Control,amethyst/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,Bounce,amethyst/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,Classic Bounce,amethyst/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,,undefined/undefined,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,,undefined/undefined,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,Discard,emerald/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,Bounce,amethyst/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,Discard,emerald/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Other,,sapphire/sapphire,0,0,0,0,0,0
2024-10-05,Shimmering Skies Championship,15,0 - 16,NL,1st,Discard,emerald/steel,1,0,0,0,0,0
2024-10-05,Shimmering Skies Championship,15,0 - 16,NL,2nd,Bounce,amethyst/emerald,0,1,0,0,0,0
2024-10-05,Shimmering Skies Championship,15,0 - 16,NL,Top4,Steelsong,amber/steel,0,0,1,0,0,0
2024-10-05,Shimmering Skies Championship,15,0 - 16,NL,Top4,Bounce Control,amethyst/ruby,0,0,1,0,0,0
2024-10-04,Road To Lorcana 7 - Saison 5,17,17 - 32,FR,1st,Bounce,amethyst/emerald,1,0,0,0,0,0
2024-10-04,Road To Lorcana 7 - Saison 5,17,17 - 32,FR,2nd,Steelsong,amber/steel,0,1,0,0,0,0
2024-10-04,Road To Lorcana 7 - Saison 5,17,17 - 32,FR,3rd,Steelsong,amber/steel,0,0,1,0,0,0
2024-10-04,Road To Lorcana 7 - Saison 5,17,17 - 32,FR,Top4,Sisu on Ice,ruby/sapphire,0,0,1,0,0,0
2024-10-04,Road To Lorcana 7 - Saison 5,17,17 - 32,FR,Top8,Discard Aggro,emerald/steel,0,0,0,1,0,0
2024-10-04,Road To Lorcana 7 - Saison 5,17,17 - 32,FR,Top8,Cogsworth & Friends,sapphire/steel,0,0,0,1,0,0
2024-10-04,Road To Lorcana 7 - Saison 5,17,17 - 32,FR,Top8,Sisu on Ice,ruby/sapphire,0,0,0,1,0,0
2024-10-04,Road To Lorcana 7 - Saison 5,17,17 - 32,FR,Top8,Bounce,amethyst/emerald,0,0,0,1,0,0
2024-10-04,Friday $1K - SCG CON Washington DC,28,17 - 32,US,Top4,Cogsworth & Friends,sapphire/steel,0,0,1,0,0,0
2024-10-03,Lorcana Weekly,27,17 - 32,US,1st,Sisu on Ice,ruby/sapphire,1,0,0,0,0,0
2024-10-03,Lorcana Weekly,27,17 - 32,US,2nd,Perdita,amber/emerald,0,1,0,0,0,0
2024-10-03,Lorcana Weekly,27,17 - 32,US,Top8,Cogsworth & Friends,sapphire/steel,0,0,0,1,0,0
2024-09-29,Cardtopia Lorcana Tournament,49,33 - 64,FR,1st,Bounce,amethyst/emerald,1,0,0,0,0,0
2024-09-29,Cardtopia Lorcana Tournament,49,33 - 64,FR,2nd,Bounce Control,amethyst/ruby,0,1,0,0,0,0
2024-09-29,Cardtopia Lorcana Tournament,49,33 - 64,FR,3rd,Bounce,amber/amethyst,0,0,1,0,0,0
2024-09-29,Cardtopia Lorcana Tournament,49,33 - 64,FR,Top4,Bounce Control,amethyst/ruby,0,0,1,0,0,0
2024-09-29,Cardtopia Lorcana Tournament,49,33 - 64,FR,Top8,Sisu on Ice,ruby/sapphire,0,0,0,1,0,0
2024-09-29,Cardtopia Lorcana Tournament,49,33 - 64,FR,Top8,Sisu on Ice,ruby/sapphire,0,0,0,1,0,0
2024-09-29,Cardtopia Lorcana Tournament,49,33 - 64,FR,Top8,Bounce Control,amethyst/ruby,0,0,0,1,0,0
2024-09-29,Cardtopia Lorcana Tournament,49,33 - 64,FR,Top8,Ramp Draw Control,amethyst/sapphire,0,0,0,1,0,0
2024-09-28,Hall of Fame City Con Lorcana Case Tournament,42,33 - 64,US,Top8,Cogsworth & Friends,sapphire/steel,0,0,0,1,0,0
2024-09-28,Hall of Fame City Con Lorcana Case Tournament,42,33 - 64,US,Top8,Sisu on Ice,ruby/sapphire,0,0,0,1,0,0
2024-09-28,Hall of Fame City Con Lorcana Case Tournament,42,33 - 64,US,Top8,Shift & Damage,emerald/steel,0,0,0,1,0,0
2024-09-28,Hall of Fame City Con Lorcana Case Tournament,42,33 - 64,US,Top8,Steelsong,amber/steel,0,0,0,1,0,0
2024-09-28,Hall of Fame City Con Lorcana Case Tournament,42,33 - 64,US,Top8,Steelsong,amber/steel,0,0,0,1,0,0
2024-09-28,D23 Collection Tournament,23,17 - 32,US,1st,Sisu on Ice,ruby/sapphire,1,0,0,0,0,0
2024-09-28,D23 Collection Tournament,23,17 - 32,US,2nd,Discard Aggro,emerald/steel,0,1,0,0,0,0
2024-09-28,D23 Collection Tournament,23,17 - 32,US,3rd,Discard,emerald/steel,0,0,1,0,0,0
2024-09-28,D23 Collection Tournament,23,17 - 32,US,Top4,Steelsong,amber/steel,0,0,1,0,0,0
2024-09-28,D23 Collection Tournament,23,17 - 32,US,Top8,Bounce Control,amethyst/ruby,0,0,0,1,0,0
2024-09-28,D23 Collection Tournament,23,17 - 32,US,Top8,Bounce,amethyst/emerald,0,0,0,1,0,0
2024-09-28,D23 Collection Tournament,23,17 - 32,US,Top8,Bounce Control,amethyst/ruby,0,0,0,1,0,0
2024-09-28,D23 Collection Tournament,23,17 - 32,US,Top8,Steelsong,amber/steel,0,0,0,1,0,0
2024-09-28,3 Tintas Open,30,17 - 32,ES,1st,Bounce Control,amethyst/ruby,1,0,0,0,0,0
2024-09-28,3 Tintas Open,30,17 - 32,ES,2nd,Cogsworth & Friends,sapphire/steel,0,1,0,0,0,0
2024-09-28,3 Tintas Open,30,17 - 32,ES,3rd,Discard Aggro,emerald/steel,0,0,1,0,0,0
2024-09-28,3 Tintas Open,30,17 - 32,ES,Top4,Discard Aggro,emerald/steel,0,0,1,0,0,0
2024-09-28,3 Tintas Open,30,17 - 32,ES,Top8,Sing Together,amber/emerald,0,0,0,1,0,0
2024-09-28,3 Tintas Open,30,17 - 32,ES,Top8,Ramp Draw Control,amethyst/sapphire,0,0,0,1,0,0
2024-09-28,3 Tintas Open,30,17 - 32,ES,Top8,Steelsong,amber/steel,0,0,0,1,0,0
2024-09-28,3 Tintas Open,30,17 - 32,ES,Top8,Pawpsicles,ruby/sapphire,0,0,0,1,0,0
2024-09-28,Standard Set 5 Constructed,6,0 - 16,US,1st,Sing & Shift,ruby/steel,1,0,0,0,0,0
2024-09-27,International Content Creator Set Championships,30,17 - 32,GB,1st,Sing Together,amber/emerald,1,0,0,0,0,0
2024-09-27,International Content Creator Set Championships,30,17 - 32,GB,Top4,Bounce,amethyst/emerald,0,0,1,0,0,0
2024-09-27,International Content Creator Set Championships,30,17 - 32,GB,Top4,Mufasa,amber/ruby,0,0,1,0,0,0
2024-09-27,International Content Creator Set Championships,30,17 - 32,GB,Top8,Discard,emerald/ruby,0,0,0,1,0,0
2024-09-27,International Content Creator Set Championships,30,17 - 32,GB,Top8,Cogsworth & Friends,sapphire/steel,0,0,0,1,0,0
2024-09-27,International Content Creator Set Championships,30,17 - 32,GB,Top8,Bounce,amethyst/emerald,0,0,0,1,0,0
2024-09-27,International Content Creator Set Championships,30,17 - 32,GB,Top32,Sisu on Ice,ruby/sapphire,0,0,0,0,0,1
2024-09-26,Sotto i cieli scintillanti romani,14,0 - 16,IT,1st,Sing & Shift,ruby/steel,1,0,0,0,0,0
2024-09-26,Sotto i cieli scintillanti romani,14,0 - 16,IT,2nd,Bounce Control,amethyst/ruby,0,1,0,0,0,0
2024-09-26,Sotto i cieli scintillanti romani,14,0 - 16,IT,3rd,Sisu on Ice,ruby/sapphire,0,0,1,0,0,0
2024-09-26,Sotto i cieli scintillanti romani,14,0 - 16,IT,Top4,Hook Shift,sapphire/steel,0,0,1,0,0,0
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,1st,Sisu on Ice,ruby/sapphire,1,0,0,0,0,0
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,2nd,Sisu on Ice,ruby/sapphire,0,1,0,0,0,0
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,3rd,Discard,emerald/steel,0,0,1,0,0,0
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top4,Discard,emerald/steel,0,0,1,0,0,0
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top8,Discard Aggro,emerald/steel,0,0,0,1,0,0
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top8,Bounce,amethyst/emerald,0,0,0,1,0,0
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top8,Steelsong,amber/steel,0,0,0,1,0,0
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top8,Bounce,amethyst/emerald,0,0,0,1,0,0
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top16,Bounce,amethyst/emerald,0,0,0,0,1,0
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top16,Sing Together,amber/emerald,0,0,0,0,1,0
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top16,Sisu on Ice,ruby/sapphire,0,0,0,0,1,0
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top16,Ramp Draw Control,amethyst/sapphire,0,0,0,0,1,0
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top16,Steelsong,amber/steel,0,0,0,0,1,0
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top16,Songs,amber/ruby,0,0,0,0,1,0
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top16,Discard Aggro,emerald/steel,0,0,0,0,1,0
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top16,Bounce,amethyst/emerald,0,0,0,0,1,0
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top32,Sisu on Ice,ruby/sapphire,0,0,0,0,0,1
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top32,Bounce,amethyst/emerald,0,0,0,0,0,1
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top32,Discard Aggro,emerald/steel,0,0,0,0,0,1
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top32,Sisu on Ice,ruby/sapphire,0,0,0,0,0,1
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top32,Bounce,amethyst/emerald,0,0,0,0,0,1
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top32,Discard,emerald/steel,0,0,0,0,0,1
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top32,Sisu on Ice,ruby/sapphire,0,0,0,0,0,1
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top32,Sisu on Ice,ruby/sapphire,0,0,0,0,0,1
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top32,Jafar Wheel,amethyst/steel,0,0,0,0,0,1
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top32,Sing Together,amber/emerald,0,0,0,0,0,1
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top32,Steelsong,amber/steel,0,0,0,0,0,1
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top32,Cogsworth & Friends,sapphire/steel,0,0,0,0,0,1
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top32,Bounce Control,amethyst/ruby,0,0,0,0,0,1
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top32,Classic Bounce,amethyst/steel,0,0,0,0,0,1
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top32,,amber/sapphire,0,0,0,0,0,1
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top32,Discard,emerald/steel,0,0,0,0,0,1
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top64,,sapphire/steel,0,0,0,0,0,0
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top64,Bounce,amethyst/emerald,0,0,0,0,0,0
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top64,Steelsong,amber/steel,0,0,0,0,0,0
2024-09-26,Mulligan Challenge #14,36,33 - 64,FR,Top64,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-09-26,Lorcana Locals,13,0 - 16,GB,1st,Sing & Shift,ruby/steel,1,0,0,0,0,0
2024-09-26,Local Enchanted - Pika Pika,26,17 - 32,IT,2nd,Steelsong,amber/steel,0,1,0,0,0,0
2024-09-26,Local Enchanted - Pika Pika,26,17 - 32,IT,Top8,Sisu on Ice,ruby/sapphire,0,0,0,1,0,0
2024-09-26,Local Enchanted - Pika Pika,26,17 - 32,IT,Top8,Bounce Control,amethyst/ruby,0,0,0,1,0,0
2024-09-26,Local Enchanted - Pika Pika,26,17 - 32,IT,Top8,Tempo Control,amethyst/steel,0,0,0,1,0,0
2024-09-26,Local Enchanted - Pika Pika,26,17 - 32,IT,Top8,Steelsong,amber/steel,0,0,0,1,0,0
2024-09-26,Local Enchanted - Pika Pika,26,17 - 32,IT,Top8,Bounce Control,amethyst/ruby,0,0,0,1,0,0
2024-09-22,DLC Vegas - Sunday 8 AM Side Event,247,more than 64,US,1st,Steelsong,amber/steel,1,0,0,0,0,0
2024-09-22,DLC Vegas - Sunday 8 AM Side Event,247,more than 64,US,Top4,Discard,emerald/steel,0,0,1,0,0,0
2024-09-22,DLC Vegas - Sunday 8 AM Side Event,247,more than 64,US,Top32,Bounce Control,amethyst/ruby,0,0,0,0,0,1
2024-09-22,Win an Enchated - MUFASA Ruler of Pride Rock,17,17 - 32,MX,1st,Bounce Control,amethyst/ruby,1,0,0,0,0,0
2024-09-22,Lorcana Box Tourney,8,0 - 16,US,2nd,Pirates,ruby/steel,0,1,0,0,0,0
2024-09-22,DLC Vegas - Sunday 9 AM Side Event,318,more than 64,US,2nd,Ramp Draw Control,amethyst/sapphire,0,1,0,0,0,0
2024-09-22,DLC Vegas - Sunday 9 AM Side Event,318,more than 64,US,Top8,Steelsong,amber/steel,0,0,0,1,0,0
2024-09-22,DLC Vegas - Sunday 9 AM Side Event,318,more than 64,US,Top16,Bounce Control,amethyst/ruby,0,0,0,0,1,0
2024-09-22,DLC Vegas - Sunday 9 AM Side Event,318,more than 64,US,Top32,Discard,emerald/steel,0,0,0,0,0,1
2024-09-22,DLC Vegas - Sunday 9 AM Side Event,318,more than 64,US,Top32,Shift & Damage,emerald/steel,0,0,0,0,0,1
2024-09-22,DLC Vegas - Sunday 9 AM Side Event,318,more than 64,US,Top64,Bounce,amethyst/emerald,0,0,0,0,0,0
2024-09-21,DLC Vegas - Saturday 10 AM Side Event,143,more than 64,US,1st,Sing Together,amber/emerald,1,0,0,0,0,0
2024-09-21,DLC Vegas - Saturday 10 AM Side Event,143,more than 64,US,Top4,Bounce Control,amethyst/ruby,0,0,1,0,0,0
2024-09-21,DLC Vegas - Saturday 10 AM Side Event,143,more than 64,US,Top8,Sisu on Ice,ruby/sapphire,0,0,0,1,0,0
2024-09-21,Lorcana European Challenge Birmingham 2024 - Final Standings,2012,more than 64,GB,1st,Sisu on Ice,ruby/sapphire,1,0,0,0,0,0
2024-09-21,Lorcana European Challenge Birmingham 2024 - Final Standings,2012,more than 64,GB,2nd,Bounce,amethyst/emerald,0,1,0,0,0,0
2024-09-21,Lorcana European Challenge Birmingham 2024 - Final Standings,2012,more than 64,GB,3rd,Bounce Control,amethyst/ruby,0,0,1,0,0,0
2024-09-21,Lorcana European Challenge Birmingham 2024 - Final Standings,2012,more than 64,GB,Top4,Pawpsicles,ruby/sapphire,0,0,1,0,0,0
2024-09-21,Lorcana European Challenge Birmingham 2024 - Final Standings,2012,more than 64,GB,Top8,Sisu on Ice,ruby/sapphire,0,0,0,1,0,0
2024-09-21,Lorcana European Challenge Birmingham 2024 - Final Standings,2012,more than 64,GB,Top8,Bounce Control,amethyst/ruby,0,0,0,1,0,0
2024-09-21,Lorcana European Challenge Birmingham 2024 - Final Standings,2012,more than 64,GB,Top8,Bounce,amethyst/emerald,0,0,0,1,0,0
2024-09-21,Lorcana European Challenge Birmingham 2024 - Final Standings,2012,more than 64,GB,Top16,Bounce,amethyst/emerald,0,0,0,0,1,0
2024-09-21,Lorcana European Challenge Birmingham 2024 - Final Standings,2012,more than 64,GB,Top16,Steelsong,amber/steel,0,0,0,0,1,0
2024-09-21,Lorcana European Challenge Birmingham 2024 - Final Standings,2012,more than 64,GB,Top16,Sisu on Ice,ruby/sapphire,0,0,0,0,1,0
2024-09-21,Lorcana European Challenge Birmingham 2024 - Final Standings,2012,more than 64,GB,Top16,Steelsong,amber/steel,0,0,0,0,1,0
2024-09-21,Lorcana European Challenge Birmingham 2024 - Final Standings,2012,more than 64,GB,Top16,Sing Together,amber/emerald,0,0,0,0,1,0
